x,y,token
56.502884,5.215033,particularly
-24.69071,4.4101644,between
17.830687,30.462263,it
57.141323,-4.3734446,intimacy
20.220505,-30.670248,sisters
3.0023112,11.3043165,even
16.07482,31.674868,before
15.346202,-25.015862,ceased
-15.506889,-3.6163194,hold
18.441101,-7.088946,office
38.133087,4.597006,mildness
58.78762,-7.5089674,temper
29.855747,6.235217,hardly
46.486027,-17.027967,allowed
32.25,-21.37027,impose
31.04944,-23.087713,any
41.337986,-14.479134,restraint
-28.815954,6.0823236,shadow
19.849476,-27.590311,authority
16.463842,-16.41833,being
16.699125,30.668512,now
-21.865635,29.509794,passed
-5.4734645,59.34327,away
13.655459,33.20168,they
8.094841,-8.191994,living
-10.469711,-17.660341,together
31.629925,3.9471776,attached
31.32316,-16.69773,doing
20.885012,30.085897,just
17.902674,29.65788,what
40.200104,-28.468443,liked
32.909187,3.2739549,highly
-1.4970828,-45.50712,judgment
35.5752,9.280962,directed
41.655724,-1.7297198,chiefly
13.487504,-26.141665,own
19.371664,1.0419636,real
43.955193,-3.1790867,evils
30.286718,-7.765058,indeed
57.303135,-12.483821,situation
9.641024,31.266989,were
4.1006293,-16.111105,power
16.465315,-16.41328,having
22.14772,37.808563,rather
32.1784,-6.396546,much
21.35307,18.596243,way
28.19413,-14.585597,think
29.74766,-8.164145,well
39.326466,43.466576,herself
-1.4122177,4.674004,these
17.600698,30.15103,which
38.767666,10.339464,threatened
-1.3248423,5.9722233,many
12.965704,-4.0320153,enjoyments
48.017357,-21.772402,danger
29.207638,9.524186,however
9.600452,32.45031,at
22.14653,-7.098754,present
18.876427,30.99427,so
17.855917,30.14892,that
42.531517,-34.148224,did
18.55408,29.023937,not
23.39596,-1.9315556,means
17.69787,1.2254299,rank
0.26271948,-25.171831,sorrow
2.6582162,56.58543,came
10.910667,27.708559,--
10.122411,-20.199766,gentle
8.825177,33.975082,all
-2.7624009,27.99088,shape
44.05318,-16.519138,disagreeable
57.26728,0.98885655,consciousness
37.67319,-14.554115,.--
33.575775,-11.02982,married
49.680943,-21.73846,loss
19.9431,14.376509,first
-27.234102,-39.171814,brought
-0.0032905494,-25.348255,grief
1.9288265,36.955776,on
46.06368,17.77253,wedding
35.82937,20.565294,day
17.37146,30.248508,this
8.345952,-30.473103,beloved
-0.36584663,58.71679,sat
-16.097496,16.977198,mournful
28.123573,9.436574,thought
44.190098,-3.0803192,continuance
-11.8669615,48.374912,over
-21.425114,-18.080555,bride
-10.251425,-18.12854,people
-12.574452,-17.422928,gone
-25.671806,0.6200803,left
50.97495,17.327301,dine
19.094995,27.62465,no
42.92317,5.6978636,prospect
-55.46838,-41.388924,third
9.510937,-28.951797,cheer
36.307156,20.425251,evening
45.69563,24.929762,composed
14.025871,34.385006,himself
-11.769788,4.7561507,sleep
15.673048,30.578186,after
53.212208,26.559929,dinner
55.312042,8.848395,usual
19.143522,36.31636,then
18.343477,27.965425,only
22.424603,-34.60019,sit
12.312591,-8.025939,lost
61.537754,-5.9614286,event
9.238379,29.064209,every
26.915407,-27.288023,promise
51.359833,-8.834098,happiness
62.017204,8.17545,mr_weston
18.271442,33.701378,man
56.368557,-8.855851,character
30.299482,-3.773939,easy
42.433235,-7.2474227,fortune
49.56199,-6.063864,suitable
-1.1184554,-7.08152,age
-12.324831,-3.893262,pleasant
57.565266,-10.662847,manners
17.561546,31.793983,there
56.480583,-0.8292106,satisfaction
27.735964,3.2048523,considering
50.318596,-11.480736,self
48.570972,-14.04024,denying
46.94243,-12.880783,generous
51.429268,-12.730549,friendship
27.111609,9.84673,always
63.52041,2.2058372,wished
19.447794,-20.673178,promoted
35.997826,-13.450092,match
-20.53284,57.435024,black
36.236385,20.43879,morning
-8.039536,-13.423051,work
27.029411,-13.866321,want
42.1766,-34.38662,would
19.23382,30.055418,be
29.031424,8.529087,felt
38.303707,18.737198,hour
23.001905,11.87646,recalled
9.6526165,-7.2942567,past
32.012966,-30.773455,kindness
29.99152,-9.316066,how
-22.02503,-42.335655,taught
-13.368431,-26.784796,played
-61.45685,-23.72684,five
17.410015,26.019629,old
45.550713,-9.371464,devoted
3.2062044,-14.006288,powers
42.652985,-15.919657,attach
38.724255,-12.842398,amuse
48.693195,-28.276485,health
-24.576326,29.832073,through
-13.601668,23.999264,various
-0.15707982,-7.597923,childhood
3.9752986,33.868065,large
44.671085,-7.52672,debt
57.1389,-1.2035704,gratitude
31.213358,7.601057,owing
27.086952,31.393513,here
46.380013,-3.9841433,intercourse
20.030859,14.269583,last
-62.10339,-25.28664,seven
51.826504,-13.780424,equal
40.59853,-1.756671,footing
8.023073,-12.275015,perfect
48.061787,-10.26269,unreserve
38.28321,13.444301,soon
-30.254051,-36.4819,followed
56.556255,13.59832,isabella
10.047417,33.74906,their
-11.18657,18.269228,each
9.482044,30.004286,other
14.530945,-6.014794,yet
45.024826,-24.853336,dearer
56.28362,2.4785452,recollection
50.165276,6.2863955,companion
21.582518,11.395883,such
-1.306689,6.044241,few
-32.64438,-32.882156,possessed
33.522705,1.1231112,intelligent
47.678226,7.6838655,informed
60.931297,-11.474251,useful
21.988712,-18.275173,knowing
-1.3834995,-46.162464,ways
60.79962,-11.219077,interested
-13.168611,30.794764,its
54.51553,-9.9632015,concerns
57.213413,-7.1991777,peculiarly
41.2357,-21.893452,pleasure
41.817513,-9.000755,scheme
58.583836,4.2968197,hers
-0.12704127,-28.009624,whom
42.382286,-34.25097,could
5.5535088,-46.02346,speak
-34.816704,-35.360603,arose
29.664455,6.3946953,never
37.46666,-23.55158,find
27.975914,-33.96703,fault
4.9445267,-34.19319,bear
33.579514,-23.23241,change
29.980963,-15.716984,?--
23.37769,-38.859165,true
38.779907,21.045338,going
18.155275,27.854347,half
2.203886,28.186869,mile
13.721998,33.555466,them
45.22482,-16.54979,aware
14.793992,30.979876,great
40.872128,-35.198322,must
58.130695,-13.755025,difference
62.32012,8.648222,mrs_weston
55.194553,-8.796117,advantages
29.94625,-3.2725122,natural
55.065315,-8.799746,domestic
49.77403,-8.353989,suffering
18.887749,0.8852379,intellectual
39.140064,4.1898494,solitude
8.456337,-30.289576,dearly
8.727095,-30.520351,loved
14.019664,34.25181,he
11.057659,-43.614723,meet
55.642273,-1.8336024,conversation
57.28088,-8.833153,rational
-3.2139719,-33.675453,evil
24.031557,4.2018404,actual
46.141148,-24.415808,disparity
-1.7638192,-2.2425082,ages
-4.281915,-24.940128,increased
44.022118,-7.6897063,constitution
55.19329,-8.251299,habits
-0.88637745,-23.24794,life
18.944998,-12.714959,without
53.03798,-7.588915,activity
37.593086,-9.747747,mind
6.3040333,-8.602893,body
16.169077,-3.6894152,older
14.549915,-6.020164,though
-22.316557,20.987041,everywhere
40.10333,-1.475927,friendliness
-0.63554114,-25.13957,heart
58.75217,-9.242382,amiable
-55.75459,-5.450701,talents
47.0027,6.515114,recommended
13.946415,33.903675,him
16.238466,27.069435,time
12.275912,5.7188907,comparatively
-16.497744,-17.9013,removed
33.669605,-21.108854,matrimony
49.920334,17.036495,settled
31.739342,19.693304,london
2.0067132,28.188187,miles
-5.4505353,59.236835,off
-6.2474008,18.532711,beyond
13.839381,-16.42324,daily
-6.394975,17.15167,reach
14.567529,14.000638,october
14.591407,14.0778475,november
-1.6427716,42.730545,struggled
52.604733,16.332937,hartfield
35.209873,21.431934,christmas
34.07357,20.642584,next
51.945225,15.022954,visit
-34.58772,-52.227757,husband
-13.725799,-24.464903,children
-11.146882,-13.09706,fill
12.783151,-33.631096,give
55.312534,-9.392318,society
9.779081,52.75376,again
52.507507,16.597273,highbury
-37.552208,18.427279,populous
4.8265824,21.54484,village
-7.1812778,35.072174,almost
46.640713,19.29262,town
36.87464,8.165693,spite
10.698437,-1.5208365,separate
-25.403206,50.33315,lawn
-28.274143,-42.759007,name
27.40425,8.767573,really
34.641308,-20.387491,belong
47.861095,-4.2358236,afforded
11.519045,-12.212668,equals
5.637202,56.740643,looked
-4.852071,58.707237,up
57.648647,-4.5928936,acquaintance
40.31434,-9.174691,universally
34.73522,-12.211685,civil
-30.223566,-26.020819,among
17.615332,-18.103945,accepted
47.77261,26.506012,melancholy
23.737194,39.045094,sigh
30.514637,-18.148867,wish
31.037544,-4.3286667,impossible
20.790974,-6.196061,things
-11.402769,6.86498,till
-25.17121,-34.557213,awoke
15.672132,32.3242,made
44.029892,-17.817232,necessary
35.88274,1.4708745,cheerful
52.37972,-20.28432,spirits
49.93151,2.3590815,required
40.540226,-11.18262,support
46.928295,-1.5029173,nervous
37.439487,-7.433816,easily
29.656698,1.0043029,depressed
28.830387,10.635789,used
-14.895815,-6.631501,part
26.911774,-2.5066729,kind
10.482983,-3.2200232,origin
46.482876,-20.390322,reconciled
-35.147766,-52.463085,daughter
54.234203,-18.647642,marrying
1.0029421,-27.36827,nor
6.0314956,-14.224517,ever
25.199444,-24.406258,compassion
43.84148,-1.7163596,entirely
16.279211,30.836058,when
53.974506,9.218151,obliged
49.637188,-8.607442,selfishness
46.453854,-20.508955,able
28.236158,-14.55112,suppose
35.74661,-20.477634,feel
38.55589,-15.83073,differently
56.091145,5.870242,disposed
13.324109,-24.108557,done
-8.934082,4.8562775,sad
26.082703,-5.428772,thing
28.382837,-4.544196,great_deal
45.213127,-24.25701,happier
18.404087,29.711763,if
50.897312,18.350859,spent
-10.436121,-6.4927692,rest
46.496,24.576632,smiled
30.210379,-19.101152,cheerfully
8.854299,-33.80332,keep
10.770129,-23.351469,thoughts
53.217796,26.579094,tea
28.348633,-13.459585,say
27.695747,3.3482547,exactly
25.049042,43.395794,said
29.786552,33.36035,poor
33.85523,28.320686,!--
43.844254,-22.121256,pity
23.451605,10.498347,is
33.79248,28.388414,"!"""
40.63016,-35.135574,cannot
29.656555,-18.157715,agree
25.697044,30.869177,you
34.971382,30.144335,papa
28.465229,-14.200209,know
28.378225,-7.7616763,good
33.252426,1.8223406,humoured
56.18188,5.9928617,thoroughly
26.072878,-11.158402,deserves
-34.73138,-52.075916,wife
38.008156,-14.447771,;--
3.3353503,-33.274628,live
17.375654,-14.606913,us
25.224297,31.10908,my
30.661898,-2.4269526,odd
42.056446,-34.4674,might
30.132969,25.970858,"?"""
-4.6990266,49.288063,where
43.66101,-17.007814,advantage
-55.22156,14.533843,three
17.223951,-12.417576,times
35.019356,30.616491,dear
27.708422,27.766708,"."""
25.638037,9.432359,often
13.80547,32.89688,we
40.661457,-35.715843,shall
24.061758,20.29361,see
38.7012,21.112667,coming
49.186604,19.627213,meeting
29.091679,-12.695379,begin
14.153565,-32.47934,go
35.568336,-8.379749,pay
26.065516,-8.352364,am
14.088481,-32.525043,get
-0.24323753,19.091265,far
52.5211,16.356504,randalls
-15.27361,27.19741,distance
-11.181098,-41.13834,walk
30.236189,-23.051142,nobody
25.446709,31.034815,your
0.36669585,30.93724,walking
45.493805,16.266035,carriage
31.538546,-10.775048,sure
-31.26993,-49.235207,james
40.640423,-35.574776,will
-11.128598,42.398426,like
12.73534,56.23751,put
-35.159107,5.2077174,horses
9.68356,31.363676,are
-11.172358,7.3777695,while
51.20014,13.6043825,paying
17.292456,-14.586972,our
-3.7730095,48.184044,into
0.4325368,36.870537,stable
31.8802,11.933842,already
21.05073,-25.45403,talked
-11.966703,5.2760186,night
40.816822,-35.383205,may
14.620299,-6.0776906,because
45.168232,-21.242672,doubt
20.424635,-7.6989536,whether
13.107422,-33.352924,take
23.128948,8.456359,anywhere
31.294312,-22.70699,else
26.096203,26.982426,got
-35.811554,-47.31169,hannah
48.894302,8.1077175,mentioned
32.21345,-9.841058,glad
32.67125,-8.005748,lucky
47.868042,-20.088501,slighted
1.9243829,36.978966,upon
43.63658,-6.0135612,account
27.1309,-17.375614,make
-34.770077,-48.625893,servant
31.435625,2.0933232,pretty
-24.752907,-46.566856,spoken
37.125492,38.036488,girl
50.430454,-16.776987,opinion
35.433014,17.464802,whenever
24.633993,-12.221937,asks
25.191053,31.107958,me
27.053707,-14.997535,do
15.108611,-16.66027,manner
-49.99839,-1.0064029,needlework
9.181756,-33.408005,observe
-18.02457,39.423588,turns
-9.026352,48.08827,lock
6.178628,50.771793,door
20.716583,30.167482,right
39.455486,-23.381521,comfort
23.92276,28.935263,somebody
17.266556,28.730719,about
15.113046,17.104527,goes
24.61729,-21.57078,hearing
25.247835,-28.658173,tell
47.861828,-20.135532,spared
46.022316,6.1327305,exertions
2.1481059,-30.354033,maintain
-26.986513,13.817996,flow
53.026344,-6.9725537,ideas
49.240063,5.127304,hoped
14.109957,-36.038963,help
56.992554,4.8553424,tolerably
8.069588,19.896227,attacked
45.29934,-1.8681821,regrets
-9.961875,50.551273,table
41.973618,14.423476,placed
48.755615,12.218014,visitor
41.842434,32.64219,immediately
39.79787,31.036057,afterwards
-0.07518769,31.223743,walked
51.58677,-0.97479373,unnecessary
62.42872,8.174075,mr_knightley
58.77202,-9.341512,sensible
-60.959816,-24.422508,eight
-60.810135,-24.309034,thirty
59.47952,-10.605871,intimate
32.347313,3.9366314,connected
19.1099,-30.432558,elder
-34.76947,-52.14488,brother
41.076878,-1.1039152,frequent
13.984013,-44.50083,welcome
44.99668,16.648125,directly
46.30298,-2.9487865,mutual
46.529884,-4.47221,connexions
-23.179415,-27.924828,returned
26.207079,11.872736,late
-24.293657,-32.34031,days
47.096107,11.23545,absence
29.087637,13.159775,brunswick
-21.82286,33.00966,square
50.424576,3.578399,circumstance
36.801807,3.737337,animated
49.533436,10.418245,inquiries
-29.550072,-46.12212,answered
33.97158,-2.2528381,gratefully
35.185535,8.088029,observed
38.643467,21.166155,come
-3.78199,48.162655,out
12.555273,-42.086647,call
16.58244,-26.952465,afraid
31.158077,-7.33599,shocking
31.85935,31.263857,sir
-3.8211505,9.359728,beautiful
-25.519844,35.97942,moonlight
-18.02931,15.695823,mild
-12.409497,-18.960289,draw
-5.9994617,58.583153,back
-35.29176,-9.573065,fire
36.246235,12.631905,found
-29.623108,5.919226,damp
20.252354,28.697159,dirty
26.767525,25.6213,catch
-30.2223,5.8744354,cold
24.136518,20.352047,look
2.0919297,40.74495,shoes
27.301455,8.458569,quite
27.859627,-3.6127894,surprising
-31.404442,19.604273,vast
8.663391,-29.272532,deal
-42.25271,13.120412,rain
-23.57822,0.5010162,rained
31.512312,-8.662588,dreadfully
22.76461,22.831861,hard
53.205105,26.5508,breakfast
40.194984,-28.471657,wanted
31.822063,36.851337,bye
-21.131157,-19.922335,joy
19.33697,34.32687,sort
46.963116,-1.523251,feeling
22.844467,28.818983,hurry
30.055407,-25.58708,hope
2.6274822,56.59432,went
35.814182,-20.559803,behave
25.990982,45.633125,cried
30.73098,31.074854,ah
22.271854,-52.115345,tis
44.376945,18.719835,business
32.791634,38.305027,mr
63.451218,10.376426,miss_woodhouse
26.162622,-12.364578,please
31.484112,-20.374166,possibly
27.773304,27.941238,.'
52.802666,-12.567287,regard
15.088649,16.832151,comes
42.52432,-20.925167,question
56.020744,-4.296804,dependence
46.72322,-6.13794,independence
25.462248,-0.060301814,rate
44.65916,-25.980577,better
25.003084,6.0077057,especially
-1.4033691,4.6497035,those
14.3114605,36.42536,fanciful
35.256794,-14.637443,troublesome
8.436164,-8.364465,creature
-15.649118,55.60098,head
32.836483,-15.73557,certainly
29.132002,-20.808336,believe
24.02013,45.466633,","""
25.540836,9.448554,sometimes
26.431496,-39.583374,dearest
28.513662,-15.071301,mean
30.262014,-15.873138,_you_
9.158483,6.2865396,horrible
28.42106,-0.9916613,idea
31.089634,30.98611,oh
35.82865,-18.187185,meant
26.018755,-8.38194,myself
25.103012,-9.428127,loves
28.281904,-4.475073,joke
9.315828,29.219227,another
25.69805,-3.811806,fact
37.781723,-29.4376,faults
24.190594,-28.173235,told
60.41318,-11.878231,agreeable
22.911568,-27.819174,knew
41.818203,-19.720165,suspect
25.729956,-9.921306,knows
29.423061,-19.866648,flatter
55.63292,1.3673517,reflection
24.438332,26.507757,has
2.357894,-2.3020973,persons
17.686214,-3.3436627,chances
38.61442,-22.04612,willing
18.84855,-14.8903265,let
-32.15457,-37.091125,pass
24.73092,45.025204,"--"""
5.7070312,-46.26202,hear
35.309155,-11.662177,behaved
18.689987,12.624362,punctual
-2.42755,10.628675,looks
-17.10885,0.8998218,tear
-11.6811695,39.909184,face
27.663837,11.201549,seen
-13.955135,-8.888557,apart
-34.630054,14.0285,bears
32.31376,-9.708734,sorry
36.90968,-24.774755,lose
60.674854,15.015951,miss
26.313438,-10.576738,thinks
-20.075062,-2.2440896,turned
-9.28251,-22.266636,divided
-11.631266,3.873447,tears
-6.2403865,3.8645658,smiles
42.104668,-34.43163,should
6.706377,-28.542719,acceptable
31.85571,-2.5430756,important
39.70671,-9.460479,secure
14.364054,-16.382036,provision
-16.302187,-56.137012,therefore
38.647236,-19.945192,allow
52.42598,-22.161575,pain
38.097923,13.442515,happily
19.827131,-22.698593,forgotten
25.299057,-16.207026,matter
30.566877,8.173391,considerable
-61.70324,-23.33558,four
32.80034,16.308561,years_ago
37.72355,-4.468898,proved
36.28598,-23.647507,marry
-9.894174,43.601612,shook
11.824959,-16.881588,fondly
25.091236,43.36158,replied
31.756683,-19.590965,matches
22.839037,0.33370072,whatever
8.85004,-44.149628,pray
-1.8011355,-29.893497,none
37.23527,-11.099703,greatest
48.17826,-4.097443,amusement
61.50933,-5.9702425,success
56.633816,6.281813,perfectly
38.3621,7.982936,constantly
11.613154,10.486792,occupied
24.548912,-0.530586,either
34.881027,-16.245386,friends
18.721998,25.75308,wherever
33.55088,-21.475037,need
51.52724,18.833742,spend
15.292467,-2.3882794,single
-54.73422,-39.374573,year
4.1779847,-9.216777,alone
22.165524,13.192284,others
-39.957375,-50.40995,son
34.421776,37.28859,uncle
18.340082,40.056355,letting
-10.051391,-4.77426,solemn
26.90859,-13.116011,nonsense
61.2592,1.8632795,subject
17.531033,-25.208204,believed
36.872578,16.351633,since
48.657555,18.401388,met
-22.303902,21.30494,broadway
-25.580805,33.758232,lane
9.282191,53.028778,began
-24.86008,44.927105,darted
53.179283,-5.427155,gallantry
1.5430554,-9.343273,borrowed
31.384342,35.652233,farmer
26.576828,12.468977,planned
-15.491539,-44.544254,blessed
27.880312,15.753866,instance
24.42564,-33.036148,leave
15.803918,18.424313,making
29.117174,-20.696615,understand
47.394936,-15.834692,endeavour
44.247097,-15.348218,properly
43.493893,-13.995079,endeavouring
13.99848,-34.462357,bring
20.31341,-54.26381,worthy
47.781185,-4.370391,employment
-17.379225,-11.328344,young
36.850506,37.404514,lady
41.62086,-19.86276,imagine
-26.588478,-44.292934,saying
30.518509,-16.40928,yourself
33.796776,-16.338997,idle
23.144545,47.393833,",'"
30.902761,26.268326,why
30.182812,-13.300342,talk
53.10229,-13.821803,merit
-1.5906334,-16.961102,proud
28.871834,-14.45621,guess
30.91196,-11.228532,_that_
40.342102,-35.602448,can
12.930555,-23.429354,known
10.744237,-25.065226,triumph
35.624367,-10.588989,depend
22.547897,0.86605775,merely
32.86293,-7.831265,luck
18.18317,-10.846783,talent
-20.417166,-42.92146,word
31.656353,-15.30049,quarrel
52.43741,-11.051299,claim
-21.073433,28.930845,drawn
17.094122,2.881344,pictures
28.277128,9.289471,something
30.948326,-22.125896,nothing
48.71593,10.99348,visits
-25.239859,-27.763397,given
35.724598,-17.026415,matters
31.110638,-7.358785,enough
42.71063,-19.744644,comprehend
1.4624856,45.230522,open
33.19456,1.7016959,hearted
33.044422,-11.442531,weston
33.1639,1.1783084,unaffected
19.366724,-20.810617,safely
27.594385,-14.720317,manage
32.54801,-3.5881371,likely
31.117548,-21.369322,harm
43.071304,-19.052683,interference
22.926914,34.086082,rejoined
1.7609112,-48.475746,understanding
29.821972,-5.7701426,silly
-30.418325,-9.921589,break
3.057548,26.892982,circle
62.397778,8.103172,mr_elton
21.853224,30.069265,",--"
20.096708,18.150496,whole
10.348437,8.186436,fitted
49.24043,15.139748,comfortably
-0.21341352,-32.14166,shame
33.583393,18.70705,longer
-15.916743,28.743093,joining
-17.172491,-4.1546273,hands
19.781397,14.547313,same
-43.62066,-14.966772,service
4.328788,-43.263813,shew
52.337704,2.98853,attention
25.4193,-28.715279,ask
30.620123,-11.291081,dare_say
21.995213,50.763054,laughing
37.108124,-18.996256,invite
-28.273645,29.524782,fish
37.95851,-20.276058,chuse
-61.62939,-23.797762,six
34.147495,-14.470576,care
13.097262,18.888727,ii
0.7309775,19.018055,native
-16.608768,-25.428225,born
58.87411,-11.791858,respectable
-18.674603,-34.740536,generations
-32.678825,28.990566,rising
42.361958,-7.0902743,property
16.547523,-20.470633,received
56.959034,-6.181504,education
44.37392,7.209682,succeeding
3.9778955,33.8642,small
-10.2354555,-24.392056,become
7.1956315,-1.6521878,homely
40.920906,-2.4133396,pursuits
20.309916,-30.690187,brothers
49.596336,14.2478075,engaged
41.953785,-23.66376,satisfied
55.106007,-8.417766,active
34.094646,5.6512604,social
-42.634335,-20.608881,entering
4.4678216,24.191294,county
27.332245,37.519714,captain
34.106323,2.9343183,general
48.54952,7.20606,favourite
-2.967053,24.535072,military
48.40513,9.108119,introduced
60.708668,13.024477,churchill
26.252401,19.378904,yorkshire
-19.675253,0.48505947,fell
-0.6248028,-47.55723,love
38.669895,-15.952111,surprized
20.97734,-8.40565,except
-12.590106,-2.6335042,full
-4.0116634,-16.269236,pride
54.278645,-8.030133,importance
56.398952,-8.327683,connexion
36.10752,-27.530537,offend
4.5173755,-42.5437,command
-3.04444,38.461563,bore
46.0855,-8.12393,proportion
42.56136,-7.041197,estate
-25.03356,-29.773619,took
-0.8320858,-11.511329,infinite
56.158974,-0.04573505,mortification
60.72379,15.023716,mrs
-5.0358515,52.55824,threw
11.469354,-15.460643,due
14.091117,-10.434905,decorum
45.132244,-6.2302284,produce
36.414093,-22.106323,ought
-4.227518,-8.522169,whose
35.95185,1.4315042,warm
-36.321854,12.142517,sweet
11.231007,-41.954548,return
-5.707927,-46.99401,goodness
-19.158518,-42.810432,spirit
58.48101,0.09295076,resolution
8.472733,-40.523132,pursue
10.425415,-18.182402,refrain
43.55732,-17.837322,unreasonable
-9.3190565,-28.985949,anger
7.5818634,19.985926,missing
14.836845,-21.42907,former
46.540283,-6.0978265,income
-5.442745,33.84003,still
53.899975,-6.3518457,comparison
53.33022,15.267492,enscombe
-18.64576,-27.916313,cease
15.27195,29.140284,once
52.845753,-16.784344,considered
42.218063,-12.107054,churchills
14.890178,6.265005,amazing
35.472263,-32.072605,worst
35.53423,-10.009725,bargain
-22.175684,-30.108053,child
44.665264,-10.685973,expense
40.970295,23.256067,relieved
18.443035,50.407482,boy
34.609203,9.074366,additional
-10.990553,8.933948,lingering
49.665302,4.5941806,illness
13.553236,-16.425907,reconciliation
-36.477295,-43.847824,kindred
-51.863766,-14.652444,offered
18.733528,-7.9570985,charge
57.582645,10.105346,frank
47.917774,-12.092485,scruples
48.260227,-11.264312,reluctance
44.631233,-12.796941,supposed
51.641827,-20.44162,overcome
12.715281,0.08584626,considerations
48.648895,-28.58302,wealth
4.3483734,-35.13531,seek
54.471394,-4.362341,improve
36.906025,-0.61117345,complete
-11.256966,-1.0978092,became
58.958817,-13.3329315,desirable
48.05151,13.126571,quitted
24.52828,-6.537722,trade
-5.6793323,-45.12641,established
49.22028,1.3385823,favourable
1.5547836,45.20468,opening
54.895267,-0.09600117,concern
51.104122,14.473449,leisure
39.69231,-7.917899,occupation
48.656948,-28.40136,pleasures
-60.561966,-24.913717,eighteen
37.44262,10.61442,realised
17.301512,-9.692745,purchase
5.5225487,27.455591,adjoining
31.282804,-12.904715,longed
-15.125326,-36.976482,according
55.634666,-2.9726386,wishes
33.75697,1.066155,friendly
32.1464,-12.817653,begun
50.42958,-8.903767,influence
47.984253,11.43742,schemes
-0.45448032,-7.6220403,youth
-22.065273,0.9313012,shaken
40.212547,3.1847067,determination
-0.52129215,39.70069,settling
-15.467079,-10.167365,sale
1.5291408,50.104668,forward
2.229103,51.106926,steadily
10.589275,-3.1000469,objects
-2.350415,22.527071,view
16.332085,-23.424347,accomplished
1.2739927,-22.88902,bought
16.332169,-20.220007,obtained
13.360107,-20.42705,beginning
-5.901409,6.0670786,new
51.39617,-8.623554,probability
16.013813,-36.598553,greater
33.96817,-8.328686,unhappy
45.110447,11.101472,secured
-55.56518,-41.47605,second
27.945879,-6.1783066,delightful
54.337532,-12.025695,judging
23.144606,-38.976505,truly
53.49311,-13.805698,proof
11.841595,-39.013958,choose
-10.563431,-38.497696,chosen
51.66879,-13.4481535,excite
7.361462,-4.1851773,choice
4.926925,-7.1221786,heir
34.054634,-28.487123,assume
33.402336,-19.22063,unlikely
52.18275,3.2511249,assistance
51.114246,-7.345124,apprehension
55.98354,12.752366,aunt
1.8497528,4.2622185,capricious
47.75819,-13.2666025,governed
18.203526,-0.5191549,nature
36.87361,-15.991237,caprice
-6.5832925,-16.66592,strong
35.10031,-19.995665,affect
5.542467,56.837227,saw
31.232141,-33.4296,report
-12.932274,-4.677659,fine
36.739586,5.1671453,sufficiently
40.585632,-5.9618063,belonging
52.675964,-13.310379,merits
51.618717,-4.3812017,prospects
18.981829,2.7681677,common
61.7751,10.779564,frank_churchill
32.020466,-0.32703504,lively
57.66755,6.8224554,curiosity
-13.56237,-25.995363,prevailed
59.811523,2.7645168,compliment
12.114256,-6.611236,achieved
23.079918,1.8690579,generally
48.17893,9.780686,proposed
26.748293,1.111902,proper
-15.169358,19.250675,voice
61.57971,11.516188,perry
